"","year","month","max_t","min_t","days","rain","sun"
"1",1883,1,6.3,1.7,6,122.1,NA
"2",1883,2,8,2.8,2,69.8,NA
"3",1883,3,4.8,-1.6,23,29.6,NA
"4",1883,4,12.2,3.8,2,74,NA
"5",1883,5,14.7,6.2,0,31.2,NA
"6",1883,6,17.7,9.3,0,66.2,NA
"7",1883,7,18.8,10.5,0,77.6,NA
"8",1883,8,19.8,10.9,0,32.5,NA
"9",1883,9,16.8,10,0,137.4,NA
"10",1883,10,12.7,6.4,0,102.9,NA
"11",1883,11,8.6,3.5,1,83.6,NA
"12",1883,12,7.3,2.4,4,48.6,NA
"13",1884,1,8.4,3.5,3,127.7,NA
"14",1884,2,8,2.1,3,49.4,NA
"15",1884,3,9.5,2.5,4,50.4,NA
"16",1884,4,10.6,3.3,4,48,NA
"17",1884,5,15.7,6.4,0,33.1,NA
"18",1884,6,18.2,8.7,0,39.7,NA
"19",1884,7,20.8,11.8,0,80.1,NA
"20",1884,8,22.6,11.8,0,36.8,NA
"21",1884,9,18.4,10.5,0,34,NA
"22",1884,10,12.3,6.3,0,36.5,NA
"23",1884,11,9,3.4,4,30.9,NA
"24",1884,12,6.6,1.7,7,81.6,NA
"25",1885,1,4.7,0.4,15,56.9,NA
"26",1885,2,8.5,2.4,5,76.4,NA
"27",1885,3,7.8,0.8,10,41.6,NA
"28",1885,4,11.6,3.4,3,49.5,NA
"29",1885,5,12.9,4.4,0,58.1,NA
"30",1885,6,18.6,9.2,0,76.4,NA
"31",1885,7,21,11.4,0,17.8,NA
"32",1885,8,17.1,9.4,0,59.5,NA
"33",1885,9,16.4,7.8,0,85.3,NA
"34",1885,10,10.5,4.5,0,172.5,NA
"35",1885,11,8,3.3,4,62.2,NA
"36",1885,12,7,0.9,11,31.9,NA
"37",1886,1,4.5,-0.7,20,121.8,NA
"38",1886,2,3.9,-1,20,14.2,NA
"39",1886,3,6.1,0.2,18,84.8,NA
"40",1886,4,10.9,2.8,2,47.5,NA
"41",1886,5,13.9,5.7,0,181,NA
"42",1886,6,17.3,8.5,0,26.5,NA
"43",1886,7,20.8,11.5,0,94.2,NA
"44",1886,8,20.8,11.7,0,49.7,NA
"45",1886,9,17.7,9.8,0,30.8,NA
"46",1886,10,13.8,8.1,0,125.1,NA
"47",1886,11,9.7,3.8,0,37,NA
"48",1886,12,4.9,-0.5,12,127.7,NA
"49",1887,1,5.1,-0.6,16,61.2,NA
"50",1887,2,7.5,0.6,12,13.6,NA
"51",1887,3,7.1,0.1,16,42.5,NA
"52",1887,4,11,5.1,0,26.3,NA
"53",1887,5,12.3,5.3,0,46.6,NA
"54",1887,6,21,10.2,0,11.2,NA
"55",1887,7,23.7,12.6,0,25.2,NA
"56",1887,8,20.7,10.6,0,40.7,NA
"57",1887,9,15.3,8,0,57.2,NA
"58",1887,10,10.6,4.4,4,58.8,NA
"59",1887,11,7.6,2.6,7,41,NA
"60",1887,12,6.2,0.4,15,66.8,NA
"61",1888,1,6.4,1,14,22.1,NA
"62",1888,2,4,0,21,49.5,NA
"63",1888,3,5.3,-0.1,19,98.1,NA
"64",1888,4,8.9,2.7,8,52.6,NA
"65",1888,5,15.8,6.1,0,16.3,NA
"66",1888,6,16.9,8.4,0,61.8,NA
"67",1888,7,16.2,9.6,0,129.3,NA
"68",1888,8,18,10.2,0,61.1,NA
"69",1888,9,16,8.8,0,22.9,NA
"70",1888,10,11.8,4.5,3,17.4,NA
"71",1888,11,9.7,4.9,0,160.2,NA
"72",1888,12,7.7,2.7,6,52.2,NA
"73",1889,1,6.1,0.9,9,39,NA
"74",1889,2,6,0.6,14,50.8,NA
"75",1889,3,7.5,1.4,9,107.6,NA
"76",1889,4,9.9,3.6,0,92,NA
"77",1889,5,16.4,8.4,0,97.7,NA
"78",1889,6,20,10.5,0,6.1,NA
"79",1889,7,18.7,10.8,0,62.8,NA
"80",1889,8,18.7,11.3,0,69.6,NA
"81",1889,9,16.1,9.5,0,46.8,NA
"82",1889,10,11.2,5.5,0,100.1,NA
"83",1889,11,9.4,4.4,4,18.2,NA
"84",1889,12,6.4,1.4,10,39.4,NA
"85",1890,1,8.6,2.3,3,103.7,NA
"86",1890,2,5.7,1.1,10,21.4,NA
"87",1890,3,9.6,3,8,62.9,NA
"88",1890,4,9.9,2.9,2,20.8,NA
"89",1890,5,16.2,6.8,0,79.9,NA
"90",1890,6,17.2,10,0,48.4,NA
"91",1890,7,17.7,10.8,0,57.4,NA
"92",1890,8,18,10.8,0,78.2,NA
"93",1890,9,19.4,11,0,37.5,NA
"94",1890,10,13.5,7,1,37.1,NA
"95",1890,11,9,2.8,6,122.4,NA
"96",1890,12,1.9,-2.3,25,16.8,NA
"97",1891,1,4.4,-0.8,18,59.5,NA
"98",1891,2,8.8,1.4,9,1.8,NA
"99",1891,3,7,1.1,10,53.6,NA
"100",1891,4,8.5,1.9,3,53,NA
"101",1891,5,13.1,5.3,1,86.8,NA
"102",1891,6,18,9.7,0,89.2,NA
"103",1891,7,18.9,11,0,57.6,NA
"104",1891,8,17.5,10.9,0,83.5,NA
"105",1891,9,18.3,10.4,0,58.5,NA
"106",1891,10,12.8,6.1,0,102.6,NA
"107",1891,11,8.1,3.1,6,71.3,NA
"108",1891,12,7.1,1,9,161.4,NA
"109",1892,1,4.3,0.1,15,63.1,NA
"110",1892,2,5.4,0.4,12,89.8,NA
"111",1892,3,5.7,-0.7,20,33.7,NA
"112",1892,4,12,2.4,7,24,NA
"113",1892,5,15.2,6.8,0,102.4,NA
"114",1892,6,17.1,8.8,0,104,NA
"115",1892,7,16.8,9.8,0,80.2,NA
"116",1892,8,19.1,11.1,0,69.1,NA
"117",1892,9,15.8,8.7,0,88.6,NA
"118",1892,10,10.3,4.1,2,143.7,NA
"119",1892,11,9,3.9,4,44.2,NA
"120",1892,12,4.8,-0.3,16,22.8,NA
"121",1893,1,4.6,0.4,14,47.2,NA
"122",1893,2,7,1.6,7,112,NA
"123",1893,3,12.6,3.4,5,19.8,NA
"124",1893,4,15.1,3.8,0,19.5,NA
"125",1893,5,16.9,7.4,0,73.7,NA
"126",1893,6,19.3,10,0,34,NA
"127",1893,7,19.9,11.5,0,77.3,NA
"128",1893,8,21.9,12.7,0,40.7,NA
"129",1893,9,16.7,8.8,0,31.2,NA
"130",1893,10,13.8,6.5,1,45.9,NA
"131",1893,11,8.1,2,7,49.1,NA
"132",1893,12,7.8,1.8,7,104.5,NA
"133",1894,1,5.6,0.6,11,77.1,NA
"134",1894,2,8.4,1.5,9,132.1,NA
"135",1894,3,10.9,1.8,5,48.4,NA
"136",1894,4,13.1,5.1,0,70,NA
"137",1894,5,12.2,4.8,1,49.1,NA
"138",1894,6,17.4,9.4,0,60.6,NA
"139",1894,7,20.3,11.2,0,83,NA
"140",1894,8,17.3,10.6,0,54.5,NA
"141",1894,9,14.4,8.5,0,26.1,NA
"142",1894,10,11.7,6,2,128.2,NA
"143",1894,11,10.5,5.7,0,37.6,NA
"144",1894,12,7.8,2.8,5,64.8,NA
"145",1895,1,2,-2.5,23,115.5,NA
"146",1895,2,1.6,-4.2,24,5.8,NA
"147",1895,3,8.6,2.1,7,56.6,NA
"148",1895,4,12.2,4.2,5,49.6,NA
"149",1895,5,16.9,7,0,28.8,NA
"150",1895,6,19.2,9.6,0,57.1,NA
"151",1895,7,19,11.4,0,112.4,NA
"152",1895,8,20,12,0,55.5,NA
"153",1895,9,21,10.7,0,19.9,NA
"154",1895,10,10.8,3.9,6,87.3,NA
"155",1895,11,10,4.7,1,114.5,NA
"156",1895,12,5.8,1.5,10,95.1,NA
"157",1896,1,7.4,3,5,29.7,NA
"158",1896,2,7.5,2,8,28.8,NA
"159",1896,3,9.8,3.1,1,89.5,NA
"160",1896,4,12.6,5.3,0,46,NA
"161",1896,5,16.4,6.6,0,10.4,NA
"162",1896,6,20.4,11.2,0,79.1,NA
"163",1896,7,20.6,11.7,0,23.6,NA
"164",1896,8,17.3,10.6,0,43.6,NA
"165",1896,9,15.8,9.6,0,126.8,NA
"166",1896,10,9.8,4,0,76.9,NA
"167",1896,11,7.4,2.5,4,28.8,NA
"168",1896,12,6.2,1.9,9,98.6,NA
"169",1897,1,3.2,-0.8,17,65.8,NA
"170",1897,2,7.5,3.1,9,96.5,NA
"171",1897,3,9.5,3.3,2,92.7,NA
"172",1897,4,10,2.9,5,51.4,NA
"173",1897,5,14.3,5.1,0,26.3,NA
"174",1897,6,19.1,10.2,0,90.9,NA
"175",1897,7,20.3,11.3,0,14,NA
"176",1897,8,20.7,11.5,0,55.7,NA
"177",1897,9,15.6,8.5,0,60.1,NA
"178",1897,10,13,6.5,0,26.1,NA
"179",1897,11,9.9,5.2,0,82.5,NA
"180",1897,12,7.9,2.3,4,81.8,NA
"181",1898,1,9.3,4.5,1,28.4,NA
"182",1898,2,7.5,1.8,8,58.5,NA
"183",1898,3,7.4,1,10,40.8,NA
"184",1898,4,11.9,4.2,1,82.9,NA
"185",1898,5,13,5.9,0,66.9,NA
"186",1898,6,17.6,9.2,0,32.3,NA
"187",1898,7,19.4,10.9,0,41.7,NA
"188",1898,8,20.5,11.9,0,86.2,NA
"189",1898,9,19.7,10.9,0,13.8,NA
"190",1898,10,14.2,8.6,0,84,NA
"191",1898,11,9.6,4.8,2,71.9,NA
"192",1898,12,9.6,4.5,3,81.7,NA
"193",1899,1,7.3,2.2,7,112.3,NA
"194",1899,2,8.1,1.8,11,51.2,NA
"195",1899,3,9.3,1.6,11,31.9,NA
"196",1899,4,11,4.4,1,60.1,NA
"197",1899,5,13.4,5.1,0,63.7,NA
"198",1899,6,20.1,10.2,0,63.8,NA
"199",1899,7,21.2,13,0,51.4,NA
"200",1899,8,22,12.4,0,23,NA
"201",1899,9,16.6,9.6,0,97.7,NA
"202",1899,10,13.5,5.9,1,73.3,NA
"203",1899,11,11.2,6.2,2,50.7,NA
"204",1899,12,4.5,-0.1,15,73,NA
"205",1900,1,6.2,2.1,1,101,NA
"206",1900,2,5,-0.2,14,113,NA
"207",1900,3,6,0.7,10,20.4,NA
"208",1900,4,12.7,3.9,4,36,NA
"209",1900,5,13.6,6,0,43.7,NA
"210",1900,6,18.9,10.5,0,78.2,NA
"211",1900,7,22.5,13.3,0,71.5,NA
"212",1900,8,18.7,11.3,0,109.5,NA
"213",1900,9,17.7,9.6,0,12.9,NA
"214",1900,10,13,6.5,0,66.6,NA
"215",1900,11,9.1,5.1,0,67.7,NA
"216",1900,12,9.4,4.8,0,116.7,NA
"217",1901,1,5.5,0.7,12,64.6,NA
"218",1901,2,4.7,0.4,14,29.2,NA
"219",1901,3,7,1,11,60.4,NA
"220",1901,4,13.1,3.9,1,43.8,NA
"221",1901,5,15.9,6.3,0,23.9,NA
"222",1901,6,18.3,9.2,0,27.5,NA
"223",1901,7,22.6,13.5,0,82.1,NA
"224",1901,8,20.6,11.9,0,30.7,NA
"225",1901,9,17.3,10,0,22,NA
"226",1901,10,12.7,5.9,1,50.2,NA
"227",1901,11,8.2,2.9,10,112,NA
"228",1901,12,5.5,1.2,11,164.2,NA
"229",1902,1,7.3,2.5,11,37.6,NA
"230",1902,2,3.7,-0.8,17,44.5,NA
"231",1902,3,10.5,3.6,1,38.4,NA
"232",1902,4,11.2,3.1,1,74.4,NA
"233",1902,5,11.9,5.1,0,75,NA
"234",1902,6,17.8,9.3,0,43.4,NA
"235",1902,7,18.4,10.4,0,51.4,NA
"236",1902,8,17.2,9.9,0,120.4,NA
"237",1902,9,16.5,9.2,0,50.9,NA
"238",1902,10,12.1,6.9,0,81.4,NA
"239",1902,11,9.1,4.6,2,63.6,NA
"240",1902,12,7,2.7,8,68.2,NA
"241",1903,1,6.3,1.8,8,90.3,NA
"242",1903,2,9.6,4.1,1,66.4,NA
"243",1903,3,10.4,3.4,0,97.2,NA
"244",1903,4,10,2.7,7,48.4,NA
"245",1903,5,14,6.5,0,97.4,NA
"246",1903,6,17,8.7,0,30.1,NA
"247",1903,7,19.2,11.5,0,58.9,NA
"248",1903,8,17.6,10.7,0,107.8,NA
"249",1903,9,16.6,9.1,0,100.5,NA
"250",1903,10,12.8,7.3,0,182.6,NA
"251",1903,11,9.3,4.1,2,42.8,NA
"252",1903,12,5.2,1.2,8,44.7,NA
"253",1904,1,6.6,1.7,7,80.6,NA
"254",1904,2,4.9,0.8,7,131.7,NA
"255",1904,3,7.3,1.3,7,52.1,NA
"256",1904,4,12.1,5.2,0,60.4,NA
"257",1904,5,14.5,6.8,0,63.1,NA
"258",1904,6,17.3,9.1,0,17.3,NA
"259",1904,7,21.3,12.3,0,50.5,NA
"260",1904,8,19.2,11.1,0,96.1,NA
"261",1904,9,16.9,8.7,0,28.1,NA
"262",1904,10,13.4,6.8,0,17.3,NA
"263",1904,11,8.7,3.7,6,57.2,NA
"264",1904,12,6.5,1.6,11,46.8,NA
"265",1905,1,6.5,1.6,13,35.9,NA
"266",1905,2,7.5,2.5,4,32.4,NA
"267",1905,3,10.4,3.5,0,72,NA
"268",1905,4,10.1,3.8,3,59.5,NA
"269",1905,5,14.9,6.5,0,10.5,NA
"270",1905,6,19,10,0,77.5,NA
"271",1905,7,21.8,13.3,0,40.6,NA
"272",1905,8,18.5,11,0,103,NA
"273",1905,9,15.7,9.3,0,28.9,NA
"274",1905,10,10.4,4.5,0,44.7,NA
"275",1905,11,7.5,2.9,3,99.1,NA
"276",1905,12,7.5,3,3,14.9,NA
"277",1906,1,7.2,2.9,4,97.8,NA
"278",1906,2,5.6,0.4,14,76.4,NA
"279",1906,3,8.6,1.5,13,59.5,NA
"280",1906,4,12,2.2,4,16,NA
"281",1906,5,13.9,6.9,0,48.9,NA
"282",1906,6,18.6,9.9,0,44.9,NA
"283",1906,7,20.4,11.6,0,36.9,NA
"284",1906,8,21.3,12.8,0,44.1,NA
"285",1906,9,18.7,10,0,17.9,NA
"286",1906,10,13.8,7.8,0,141.4,NA
"287",1906,11,10.2,5,1,86.4,NA
"288",1906,12,5.9,0.8,12,77.4,NA
"289",1907,1,6.4,1.3,10,35.2,NA
"290",1907,2,6,0.4,13,57.6,NA
"291",1907,3,11.1,2.8,5,65.5,NA
"292",1907,4,11,3.8,2,56.7,NA
"293",1907,5,13.7,6.5,0,97.3,NA
"294",1907,6,15.9,9,0,92.2,NA
"295",1907,7,17.1,10,0,53.2,NA
"296",1907,8,18.2,10.6,0,55.9,NA
"297",1907,9,18.3,9.3,0,11.6,NA
"298",1907,10,13,6.7,0,136.8,NA
"299",1907,11,9.5,4.5,3,84.4,NA
"300",1907,12,6.6,2.2,7,57,NA
"301",1908,1,5.8,0.5,16,46.3,NA
"302",1908,2,7.9,2.8,3,58.7,NA
"303",1908,3,6.9,1,13,80.2,NA
"304",1908,4,9,2.3,5,60.2,NA
"305",1908,5,16.8,8.3,0,59.4,NA
"306",1908,6,18.2,9.4,0,39.6,NA
"307",1908,7,19.5,11.6,0,64.8,NA
"308",1908,8,18.1,10.6,0,78.4,NA
"309",1908,9,16.7,9.4,0,39.4,NA
"310",1908,10,15.3,9,0,28.9,NA
"311",1908,11,10.2,4.6,3,38.1,NA
"312",1908,12,6.1,1.5,7,51.6,NA
"313",1909,1,6.2,1.2,9,51.8,NA
"314",1909,2,5.9,0.5,17,16.7,NA
"315",1909,3,6.4,0.7,16,108,NA
"316",1909,4,13.9,4.1,2,43.2,NA
"317",1909,5,15.6,5.8,0,50.4,NA
"318",1909,6,15.1,8.2,0,79.4,NA
"319",1909,7,18.1,11.2,0,84.4,NA
"320",1909,8,20.3,11.5,0,55.1,NA
"321",1909,9,14.7,9,0,57.3,NA
"322",1909,10,13.7,6.9,1,72.6,NA
"323",1909,11,8.1,3.2,4,17.7,NA
"324",1909,12,6.1,1.6,8,167.5,NA
"325",1910,1,6,1,11,75,NA
"326",1910,2,7.5,2.1,3,89.5,NA
"327",1910,3,10,2.9,2,22.7,NA
"328",1910,4,10.8,3.2,2,61.4,NA
"329",1910,5,14.8,6.9,0,60.8,NA
"330",1910,6,18.8,10.4,0,66.1,NA
"331",1910,7,17.7,10.3,0,45.9,NA
"332",1910,8,18.7,11.6,0,87.9,NA
"333",1910,9,15.6,9.5,0,7.6,NA
"334",1910,10,13.3,8.2,0,58.8,NA
"335",1910,11,5.9,0.9,8,102.2,NA
"336",1910,12,8.2,4,2,109.5,NA
"337",1911,1,6.2,1.7,7,31.8,NA
"338",1911,2,7.6,2.5,2,74.3,NA
"339",1911,3,7,2.2,1,30.9,NA
"340",1911,4,10.7,4.1,4,35.3,NA
"341",1911,5,17.3,8.5,0,25.1,NA
"342",1911,6,18.8,9.6,0,53.5,NA
"343",1911,7,23.4,12.4,0,3.8,NA
"344",1911,8,23,13.4,0,43.8,NA
"345",1911,9,18.6,9.4,0,54.1,NA
"346",1911,10,11.8,6.5,1,55.7,NA
"347",1911,11,8.5,3.7,1,101.3,NA
"348",1911,12,8.1,3.8,0,137.2,NA
"349",1912,1,5.4,1.2,9,128.3,NA
"350",1912,2,7.3,2.5,6,40.7,NA
"351",1912,3,9.7,4.2,1,87.4,NA
"352",1912,4,12.9,4.3,1,12.9,NA
"353",1912,5,15.3,7.8,0,93,NA
"354",1912,6,17.5,10,0,98.5,NA
"355",1912,7,18.8,11.9,0,131,NA
"356",1912,8,16,9.6,0,144.5,NA
"357",1912,9,14.3,8,0,30,NA
"358",1912,10,12.5,5.2,0,72.3,NA
"359",1912,11,8.8,4.5,3,58,NA
"360",1912,12,9.3,4.1,1,100.5,NA
"361",1913,1,6,1.5,9,95.5,NA
"362",1913,2,8.3,2.2,4,30.4,NA
"363",1913,3,8.8,2.6,1,110.8,NA
"364",1913,4,11.3,4,2,77.7,NA
"365",1913,5,15.5,7.3,0,55.3,NA
"366",1913,6,18.2,9.8,0,20.8,NA
"367",1913,7,17.7,10.8,0,39.7,NA
"368",1913,8,19.1,11.1,0,31.2,NA
"369",1913,9,17.4,10.5,0,76.1,NA
"370",1913,10,13.6,8.2,0,105.2,NA
"371",1913,11,11.1,5.7,1,82,NA
"372",1913,12,7.3,3.4,5,49.3,NA
"373",1914,1,6.1,2,10,41,NA
"374",1914,2,9.5,4.2,0,50.2,NA
"375",1914,3,9.1,3.1,1,66.3,NA
"376",1914,4,14.8,5.2,0,33.7,NA
"377",1914,5,14.6,6.6,1,37.6,NA
"378",1914,6,19.1,10,0,55.5,NA
"379",1914,7,20.2,12.3,0,63.5,NA
"380",1914,8,20.7,12,0,32.5,NA
"381",1914,9,17.6,9.1,0,40.7,NA
"382",1914,10,13.1,7.9,0,57.5,NA
"383",1914,11,9.2,4.4,0,101.4,NA
"384",1914,12,6.6,2.4,2,154.6,NA
"385",1915,1,6.2,2.1,1,90.9,NA
"386",1915,2,6.6,1.3,8,106.4,NA
"387",1915,3,8.7,2,10,27,NA
"388",1915,4,11.5,4,0,31.2,NA
"389",1915,5,15,5.8,0,37.7,NA
"390",1915,6,19,9.5,0,39.6,NA
"391",1915,7,18.3,11.2,0,108.2,NA
"392",1915,8,19.3,11.6,0,56.5,NA
"393",1915,9,17.5,9.5,0,16.7,NA
"394",1915,10,11.8,6.5,0,41.4,NA
"395",1915,11,6.1,1.5,6,81.4,NA
"396",1915,12,7.2,2.8,1,198,NA
"397",1916,1,10.4,5,0,44.5,NA
"398",1916,2,5.9,1,5,136.3,NA
"399",1916,3,5,0.4,14,126.3,NA
"400",1916,4,12.4,4.4,0,35.4,NA
"401",1916,5,15.5,7.4,0,67.3,NA
"402",1916,6,15.1,8,0,56,NA
"403",1916,7,18.9,11.6,0,30.6,NA
"404",1916,8,20.8,12.6,0,37,NA
"405",1916,9,16.2,9.4,0,38.2,NA
"406",1916,10,13.6,7.5,0,90.7,NA
"407",1916,11,9.5,4.5,1,100.1,NA
"408",1916,12,4.9,0.5,9,78.3,NA
"409",1917,1,3.1,0.3,16,54.2,NA
"410",1917,2,4,-0.8,15,16.2,NA
"411",1917,3,5.9,-0.1,15,64,NA
"412",1917,4,8.7,1.4,11,45.9,NA
"413",1917,5,17.2,7.7,1,43,NA
"414",1917,6,19.4,10.3,0,65.1,NA
"415",1917,7,20.4,11.7,0,26.2,NA
"416",1917,8,19,12.2,0,128.6,NA
"417",1917,9,18.1,10.8,0,21.6,NA
"418",1917,10,11.2,4.4,0,101.9,NA
"419",1917,11,10.9,6.2,1,54.6,NA
"420",1917,12,5.2,0.7,10,38.3,NA
"421",1918,1,6.4,1.3,10,66.8,NA
"422",1918,2,8.9,3.7,4,73.1,NA
"423",1918,3,9.1,2.4,6,36.7,NA
"424",1918,4,10,3.4,1,34.8,NA
"425",1918,5,17.9,8.3,0,69,NA
"426",1918,6,17.3,9,0,14.8,NA
"427",1918,7,NA,NA,NA,103.7,NA
"428",1918,8,NA,NA,NA,44.7,NA
"429",1918,9,NA,NA,NA,178.5,NA
"430",1918,10,NA,NA,NA,50.2,NA
"431",1918,11,NA,NA,NA,39.6,NA
"432",1918,12,NA,NA,NA,116.4,NA
"433",1919,1,NA,NA,NA,112.3,NA
"434",1919,2,NA,NA,NA,56.6,NA
"435",1919,3,NA,NA,NA,114.8,NA
"436",1919,4,NA,NA,NA,43.6,NA
"437",1919,5,NA,NA,NA,41.1,NA
"438",1919,6,NA,NA,NA,13.2,NA
"439",1919,7,NA,NA,NA,116.4,NA
"440",1919,8,NA,NA,NA,76.4,NA
"441",1919,9,NA,NA,NA,63.1,NA
"442",1919,10,NA,NA,NA,78.1,NA
"443",1919,11,NA,NA,NA,57.5,NA
"444",1919,12,NA,NA,NA,136.6,NA
"445",1920,1,7.9,2.2,4,104.9,NA
"446",1920,2,8.8,3,1,81,NA
"447",1920,3,10.7,3.7,3,56.8,NA
"448",1920,4,10.4,4.8,0,122.6,NA
"449",1920,5,15.7,7.5,0,79.1,NA
"450",1920,6,18.4,9.6,0,88.1,NA
"451",1920,7,17.5,10.8,0,110.8,NA
"452",1920,8,17.1,10.3,0,22.6,NA
